"Track-URI","Track-Name","Künstler-URI(s)","Künstlername(n)","Album-URI","Album-Name","Album-Künstler-URI(s)","Album-Künstlername(n)","Veröffentlichungsdatum des Albums","Album-Bild-URL","Disc-Nummer","Track-Nummer","Track-Dauer (ms)","Track-Vorschau-URL","Explizit","Beliebtheit","ISRC","Hinzugefügt von","Hinzugefügt am"
"spotify:track:0ox2hIM7BG4fcnu2kWPx0n","Melancholy Man","spotify:artist:5BcZ22XONcRoLhTbZRuME1","The Moody Blues","spotify:album:4riMkjLMLVVOMIp6Rp7kq1","A Question Of Balance (Expanded Edition)","spotify:artist:5BcZ22XONcRoLhTbZRuME1","The Moody Blues","1970-08-07","https://i.scdn.co/image/ab67616d0000b273119bd3e388db2ca55c1d7123","1","9","345346","https://p.scdn.co/mp3-preview/6d39991e39c4e85b8c07133292d17ddb78da6d04?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBA177000100","spotify:user:sebastianelisapfeifer","2019-04-02T15:51:19Z"
"spotify:track:1cCaFCpZ8FKdLalzLWrklQ","California Dreamin' - Single Version","spotify:artist:1bs7HoMkSyQwcobCpE9KpN","The Mamas & The Papas","spotify:album:62mXUmDITTTj1GhSRj6pMK","60's Gold","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Verschiedene Interpreten","2006-01-01","https://i.scdn.co/image/ab67616d0000b273651cbdcf9eeb06261814714b","1","19","159226","https://p.scdn.co/mp3-preview/477cb2926471cf7e4cd35d7d0af97f9d70efe6a1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USMC16532697","spotify:user:sebastianelisapfeifer","2019-04-02T15:51:19Z"
"spotify:track:0JtcFIgrkSagrM5JdFakeO","When A Blind Man Cries - Remastered","spotify:artist:568ZhdwyaiCyOGJRtNYhWf","Deep Purple","spotify:album:32NQ56VZDTXSH3SMv4XSGN","Machine Head (Remastered)","spotify:artist:568ZhdwyaiCyOGJRtNYhWf","Deep Purple","1972-03-25","https://i.scdn.co/image/ab67616d0000b273a729c9c3dec04b99d889c66f","1","8","209246","https://p.scdn.co/mp3-preview/2764d68c0db2ff84e3ebc67267bd38fed5947f97?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","GBDXG1200009","spotify:user:sebastianelisapfeifer","2019-04-02T15:51:19Z"
"spotify:track:1lB0JD5eevA3aiKlrrY0Ti","1959 - 2006 Remaster","spotify:artist:4HxBVyHaUa60eCSsJWxwWR","Sisters of Mercy","spotify:album:7eLzF93T0FDx4hkuQ4juEj","Floodland (2006 Remaster; Expanded Deluxe Version)","spotify:artist:4HxBVyHaUa60eCSsJWxwWR","Sisters of Mercy","1987","https://i.scdn.co/image/ab67616d0000b2735dce0574efb7374e210ddf48","1","4","250439","https://p.scdn.co/mp3-preview/efdc53766f1edf8fed2c029a4f1cf9e2aeb59c60?cid=9950ac751e34487dbbe027c4fd7f8e99","false","14","GBAHS0600501","spotify:user:sebastianelisapfeifer","2019-04-02T15:51:19Z"
"spotify:track:5xS9hkTGfxqXyxX6wWWTt4","Mary Jane's Last Dance","spotify:artist:4tX2TplrkIP4v05BNC903e","Tom Petty and the Heartbreakers","spotify:album:6E2lDnV61v2HJaNCjLgOIg","Greatest Hits","spotify:artist:4tX2TplrkIP4v05BNC903e","Tom Petty and the Heartbreakers","1993-11-16","https://i.scdn.co/image/ab67616d0000b2737acd9268bbb13eff5eb65c23","1","18","272133","https://p.scdn.co/mp3-preview/be0def4ad5842afde18b1d54891020564b235db2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USMC19341704","spotify:user:sebastianelisapfeifer","2019-04-02T15:51:19Z"
"spotify:track:4fXGWiVhlOLdhwRDP6pIFG","Lemon Tree","spotify:artist:0jRqFvRKCDryHOgrgFqsKG","Fools Garden","spotify:album:1l2SxZKUm1UH45qUqpLfYH","Dish Of The Day","spotify:artist:0jRqFvRKCDryHOgrgFqsKG","Fools Garden","1995-01-01","https://i.scdn.co/image/ab67616d0000b273c06a4ba9d947dbf4ef143190","1","3","191026","https://p.scdn.co/mp3-preview/c0727bb5b3d094a8fe164a8b003625345a4c2409?cid=9950ac751e34487dbbe027c4fd7f8e99","false","3","DEAF70927221","spotify:user:sebastianelisapfeifer","2019-04-10T12:24:28Z"
"spotify:track:7sZUHAC6nadme4EwrLe99Q","Summertime Sadness","spotify:artist:00FQb4jTyendYWaN8pK0wa","Lana Del Rey","spotify:album:5h5XOo9ZoMhKA4uu0NXiD7","Born To Die","spotify:artist:00FQb4jTyendYWaN8pK0wa","Lana Del Rey","2012-01-30","https://i.scdn.co/image/ab67616d0000b273144b68ab879368681e505466","1","11","264773","https://p.scdn.co/mp3-preview/d3686407a39dd37ed06cb878ee3b2e44077da7f6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","GBUM71111565","spotify:user:sebastianelisapfeifer","2019-04-17T10:46:38Z"
"spotify:track:5vx2ZSxHZdU1uayazjICOr","Someday the Rains Will Fall","spotify:artist:3lPQ2Fk5JOwGWAF3ORFCqH","John Mellencamp","spotify:album:576fyLLci8j617RWwYX54O","Ncis: The Official Tv Soundtrack - Vol. 2","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Verschiedene Interpreten","2009-11-02","https://i.scdn.co/image/ab67616d0000b273cd64c8e03698db0e6d6d0563","1","6","272613","https://p.scdn.co/mp3-preview/c4db93c66650730c56beb42a944c6004131c0d59?cid=9950ac751e34487dbbe027c4fd7f8e99","false","12","USYLB0900406","spotify:user:sebastianelisapfeifer","2019-04-17T18:15:59Z"
"spotify:track:66hJA4BVyNNbIotopEOx2w","Don't Cry Sister","spotify:artist:06nsZ3qSOYZ2hPVIMcr1IN","J.J. Cale","spotify:album:5sqREH3ug2XM5F7Y23v2fP","Classic J.J. Cale - The Universal Masters Collection","spotify:artist:06nsZ3qSOYZ2hPVIMcr1IN","J.J. Cale","1999-01-01","https://i.scdn.co/image/ab67616d0000b27309493e1b05ec0bf6aee40dc2","1","10","130919","https://p.scdn.co/mp3-preview/ad6fe66738bf9bb08974d7f268b19141b1999bc7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","24","NLF057990025","spotify:user:sebastianelisapfeifer","2019-05-11T11:35:06Z"
"spotify:track:3pQLUiwNGnDZeJWicg42LP","White Angel","spotify:artist:7ChCUR65UlsW0rOeW8WWd1","Birch Book","spotify:album:6eQuiDP0inuGutwR68nIxk","A Hand Full of Days (Vol. III)","spotify:artist:7ChCUR65UlsW0rOeW8WWd1","Birch Book","2009-10-10","https://i.scdn.co/image/ab67616d0000b27394d5d8a8658c03c103667b09","1","10","293573","https://p.scdn.co/mp3-preview/8ac44dd98dc203bc0e3bcc6bea3cc4e0fb2157ea?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QZ22B1859970","spotify:user:sebastianelisapfeifer","2019-06-19T12:15:33Z"
